,title,price,region
158,떡메 떡메모지 흑임자떡메 다꾸 영수증떡메 아이폰스티커 이모지 이모티콘 스티커 씰스티커 아이폰 스티커,"5,000원",경기도 화성시 동탄6동
159,아이폰케이스 아이폰14프로맥스케이스 정품 실리콘케이스,"50,000원",경기도 평택시 용이동
160,아이폰 14프로 / 아이폰 14pro 스블 스페이스블랙 128gb 팝니다.,150만원,인천 미추홀구 주안1동
161,아이폰X 아이폰XS 강화유리 로렌텍 새상품,"7,000원",서울 송파구 거여동
162,아이폰x 아이폰10,"190,000원",전남 순천시 조례동
163,아이폰X 아이폰XS 강화유리 로렌텍 새상품,"7,000원",서울 송파구 거여동
164,아이폰12 pro(아이폰12프로) 512gb 퍼시픽블루 팝니다,"850,000원",대구 동구 방촌동
165,아이폰8 플러스 256G / iphone 8+ 256기가 공기계,"175,000원",서울 중랑구 망우동
166,"아이폰8, 아이폰12미니 케이스 판매해요😎","3,000원",경기도 파주시 야당동
167,아이폰 7+ (아이폰 세븐 플러스),"190,000원",전북 익산시 부송동
168,아이폰13 스타라이트 ->아이폰13프로 스그 교환합니다,,충북 청주시 상당구 영운동
169,아이폰 13 pro max 아이폰 13 프로맥스 512gb 마지막 하향,140만원,서울 관악구 신림동
170,아이폰 11 pro max 64GB 아이폰 11 프로 맥스,"550,000원",경기도 화성시 봉담읍
171,아이폰12 / 아이폰12프로 정품케이스,"25,000원",서울 송파구 방이1동
172,아이폰13 아이폰14 프로 프로맥스 128 256 512 삽니다,888만 8888원,서울 서초구 방배1동
173,"아이폰 14 아이폰 13 프로 프로맥스 플러스 128, 256, 512 삽니다",888만 8887원,서울 동작구 대방동
174,싸게 얼른 사가세요))iphone 12 아이폰 12 상태 최고,"650,000원",울산 울주군 언양읍
175,아이폰14 아이폰14플러스,"900,000원",전남 나주시 성북동
176,아이폰13pro 128 / 아이폰13프로 128 판매합니다,"850,000원",광주 광산구 쌍암동
177,오늘거래시네고O 아이폰 iphone 12 128,"590,000원",서울 관악구 신림동
178,아이폰11프로랑아이폰12프로교환원합니다,"1,000원",광주 서구 농성동
179,(새상품) 정품 아이폰 이어폰 8핀 + 아이폰 충전케이블8핀,"10,000원",경기도 성남시 분당구 수내동
180,"(미개봉)애플 아이폰 고속 충전 케이블 정품 애플 충전기 라이트닝 to C 판매합니다.(애플 충전기,아이폰 충전기)","22,000원",제주 서귀포시 동홍동
181,아이폰12 아이폰12 pro 데코덴 케이스,"20,000원",경남 김해시 율하동
182,아이폰13pro 256 시에라블루(아이폰13프로),105만원,울산 동구 전하2동
183,(아이폰11 Pro Max / 아이폰11 / 아이폰XS Max) 애플 정품 실리콘 케이스 미개봉 판매합니다,"10,000원",서울 관악구 미성동
184,아이폰11pro 256 아이폰11프로 s급,"569,000원",부산 부산진구 양정동
185,미국 🇺🇸아이폰 iPhone 13 프로멕스 시에라블루 256GB,115만원,서울 강남구 논현동
186,"아이폰14 , 아이폰14플러스 512기가 팝니다",150만원,서울 관악구 봉천동
187,애플 아이패드 충전기 / 아이폰 케이블 / 아이폰 충전기,"40,000원",광주 북구 풍향동
188,페얼스(pairs) 아이폰 케이스 (아이폰12/12pro),"5,000원",서울 강서구 방화동
189,"아이폰13프로--> 아이폰14프로,프로맥스 교환",110만원,인천 남동구 간석2동
190,아이폰13/아이폰13프로 메탈온범퍼젤리 케이스,"3,000원",경기도 수원시 영통구 영통2동
191,아이폰 12 아이폰12프로 폰케이스 카드수납케이스,"10,000원",경남 양산시 명동
192,아이폰 11pro 판매합니다 iphone11pro,"326,000원",경기도 구리시 수택1동
193,아이폰12 미니 64기가 블랙 풀박스 배터리100% 리퍼남은거판매 아이폰12미니 입니다,"450,000원",대구 달서구 월성동
194,아이폰 12 프로 맥스 핑크색 케이스 iPhone 12 Pro Max,"4,000원",경기도 부천시 중동
195,아이폰11프로 512기가 아이폰11pro 512,"500,000원",경기도 용인시 수지구 상현동
196,아이폰11프로 512기가 아이폰11pro 512,"500,000원",경기도 수원시 권선구 금곡동
197,아이폰 정품 충전기 세트 새거 미개봉 iphone,"33,000원",서울 강동구 성내제2동
198,아이폰 11pro 판매합니다 iphone11pro,"326,000원",경기도 구리시 수택1동
199,아이폰11프로 512기가 아이폰11pro 512,"500,000원",경기도 수원시 권선구 금곡동
200,🎀아이폰13미니 256 핑크 풀박스🎀 아이폰13미니 256기가,"770,000원",대전 서구 갈마2동
201,아이폰 12pro max 아이폰12프로맥스 128gb 그래파이트 S급+애플정품 맥세이프가죽케이스+정품케이블,"800,000원",경기도 수원시 장안구 율천동
202,아이폰13프로 그래파이트>아이폰13프로 시에라블루 로 교환원합니다,1원,경기도 군포시 산본동
203,아이폰11 / 64G / 공기계 / 페이스아이디안됨 / iphone11,"280,000원",서울 강남구 논현동
204,아이폰11 / 64G / 공기계 / 페이스아이디안됨 / iphone11,"280,000원",서울 강남구 역삼동
205,"Cto라이트닝케이블,아이폰케이블c타입,아이폰충전기,애플케이블","14,000원",경기도 김포시 대곶면
206,아이폰 iPhone X 64GB SKT,"200,000원",경기도 고양시 일산동구 마두동
